Date,Open,High,Low,Close,Volume,Symbol,Source,Returns,MA_5,MA_10,MA_20,Volatility,Momentum,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_width,BB_position,Momentum_10,Momentum_20,Volume_MA_5,Volume_MA_20,Volume_ratio,High_Low_ratio,MA5_MA10_cross,MA10_MA20_cross,sentiment_score,garch_volatility
2023-04-13,0.35007086264029796,0.3604461702902917,0.38007500481037004,0.3510249976849913,0.11406765490084328,HINDUNILVR,yfinance,0.6001144635035254,0.34637707521297223,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.3654557880638334,0.4442896617404578,0.5194959872581851,0.5326257471744574,0.5481285844853966,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1405016.2,1675637.85,0.2598933116069339,0.31106626240708757,0.34719348995624216,0.5428934898102972,0.0,0.02338107814703072
2023-04-17,0.40462227319058597,0.3798104281361874,0.39960572548594886,0.3688610009950861,0.14166587409760137,HINDUNILVR,yfinance,0.6001144635035254,0.34637707521297223,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.3654557880638334,0.4442896617404578,0.5269783848393242,0.5343043728546244,0.5654785864318541,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1405016.2,1675637.85,0.2598933116069339,0.2883128226011485,0.34719348995624216,0.5428934898102972,0.0,0.011666737961325557
2023-04-18,0.38984730188478167,0.35771237624401,0.38602891171801845,0.3565519157248622,0.13333115150822578,HINDUNILVR,yfinance,0.5222456372145594,0.34637707521297223,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.3654557880638334,0.4442896617404578,0.5275915973702403,0.5357848435145709,0.5634304883792954,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1405016.2,1675637.85,0.2598933116069339,0.38209509770925626,0.34719348995624216,0.5428934898102972,0.0,0.011666737961325557
2023-04-19,0.3762102699491727,0.343756952905689,0.3625094759766019,0.3457829359602438,0.11935936431500878,HINDUNILVR,yfinance,0.5260916572465562,0.34637707521297223,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.3654557880638334,0.4442896617404578,0.5234620726128614,0.5360427888779914,0.5507946657984026,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1405016.2,1675637.85,0.2598933116069339,0.5866937115211299,0.34719348995624216,0.5428934898102972,0.0,0.0047206143724596306
2023-04-20,0.3418886777093926,0.3256139617707703,0.32648500500086586,0.3013362377506641,0.12669328011126585,HINDUNILVR,yfinance,0.43861682346846304,0.34637707521297223,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.3654557880638334,0.4442896617404578,0.5015356185943022,0.531330092366277,0.4994189200156046,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1405016.2,1675637.85,0.2598933116069339,0.24944336521494184,0.34719348995624216,0.5428934898102972,0.0,0.003598455750595364
2023-04-21,0.3125668718623471,0.29898048974260627,0.3332130454399036,0.3074328684207819,0.10905702121565751,HINDUNILVR,yfinance,0.5699901078642173,0.3368256817882891,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.3654557880638334,0.4442896617404578,0.4871190523634656,0.5243256752779717,0.4757320689597839,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1393931.6,1675637.85,0.2598933116069339,0.5349894245470866,0.34719348995624216,0.5428934898102972,0.0,0.0646963983073846
2023-04-24,0.32393159807554195,0.29363034641968433,0.32064915052842835,0.309484186652909,0.15692840371045277,HINDUNILVR,yfinance,0.5593194731997111,0.3238157342665904,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.33768096292029387,0.4442896617404578,0.4770535400922164,0.5164640114826807,0.46687170645578774,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1427695.6,1675637.85,0.2598933116069339,0.8580849970703393,0.34719348995624216,0.5428934898102972,0.0,0.001585309086815534
2023-04-25,0.31125976300524183,0.28764077513313735,0.324162112236813,0.29888512118152155,0.15379136713281782,HINDUNILVR,yfinance,0.5260782215581676,0.31118046612253014,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.3403033154951351,0.4442896617404578,0.46520470622659493,0.5075164740906403,0.4556482936128861,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1472958.0,1675637.85,0.2598933116069339,0.592772478085003,0.34719348995624216,0.5428934898102972,0.0,0.0002419134938896894
2023-04-26,0.31029406064007414,0.3088663275123755,0.32910466851256803,0.32207783426889103,0.11263849918398536,HINDUNILVR,yfinance,0.6150896280336431,0.30598648371680914,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.40119790161204494,0.4442896617404578,0.46626973154259954,0.5005973754588713,0.4766139066466868,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1458090.0,1675637.85,0.2598933116069339,0.8287287784637899,0.34719348995624216,0.5428934898102972,0.0,0.003602112951360703
2023-04-27,0.3375125720324168,0.31351812696978687,0.29909377872282894,0.27438248060169634,0.2480674574516982,HINDUNILVR,yfinance,0.4291636871957167,0.30008069422800476,0.32293183365288947,0.3321870470632544,0.26038155297333376,0.39457495380316415,0.4442896617404578,0.44770199994842413,0.49089655058527665,0.4478624367505586,0.3416984396147136,0.35102331901955486,0.25971410356612484,0.867997258071599,0.3146573823279237,0.7098154582213274,1726595.8,1675637.85,0.2598933116069339,0.19071343898844925,0.34719348995624216,0.5428934898102972,0.0,0.020058914756769464
