Date,Open,High,Low,Close,Volume,Symbol,Source,Returns,MA_5,MA_10,MA_20,Volatility,Momentum,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_width,BB_position,Momentum_10,Momentum_20,Volume_MA_5,Volume_MA_20,Volume_ratio,High_Low_ratio,MA5_MA10_cross,MA10_MA20_cross,sentiment_score,garch_volatility
2025-04-28,0.0,0.03265913741744342,0.0,0.05210263792517811,0.9559151995284423,RELIANCE,yfinance,0.7275065466766834,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.7742004335966751,0.44909454290519096,0.4645955699900945,0.5586776906131249,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,22963540.2,13801905.85,0.12546907561462778,0.9193213983542461,0.510499191640473,0.6322254697043859,0.0,0.9999999999999996
2025-04-29,0.15760045199383388,0.2317210348942904,0.23714309249377497,0.22170276169879344,0.9999999999999999,RELIANCE,yfinance,0.7275065466766834,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.7742004335966751,0.49668479924984243,0.475522749763297,0.6328676625820369,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,22963540.2,13801905.85,0.12546907561462778,0.7472423708524537,0.510499191640473,0.6322254697043859,0.0,0.9509715368019345
2025-04-30,0.31520075406858616,0.23994653166928348,0.2323810259110699,0.2507929247234433,0.7830839451894144,RELIANCE,yfinance,0.47757490896266386,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.7742004335966751,0.5415910524433086,0.49457540046229864,0.6880354618432523,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,22963540.2,13801905.85,0.12546907561462778,0.8535753181091963,0.510499191640473,0.6322254697043859,0.0,0.9040914292195374
2025-05-02,0.3762075770800184,0.3183645616665105,0.4233334830114899,0.33202608663480415,0.39976191624996116,RELIANCE,yfinance,0.5673332900485067,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.7742004335966751,0.5985141694011404,0.5228876151967579,0.7509031743265446,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,22963540.2,13801905.85,0.12546907561462778,0.6256104674758225,0.510499191640473,0.6322254697043859,0.0,0.8592841118095866
2025-05-05,0.462633495501354,0.38855720711606967,0.5080954895656218,0.39514592169300844,0.3898601891823865,RELIANCE,yfinance,0.534952191414529,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.7742004335966751,0.6591208628066948,0.559453265678185,0.8069397893931701,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,22963540.2,13801905.85,0.12546907561462778,0.3593475630577874,0.510499191640473,0.6322254697043859,0.0,0.8164755550291236
2025-05-06,0.4626335491532485,0.34742882389388186,0.43047625156268676,0.3380634137973946,0.43283843956953766,RELIANCE,yfinance,0.33054355786856576,0.29758535549059495,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.7742004335966751,0.6881937699900402,0.5953812046830826,0.8026100540405954,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,19559464.4,13801905.85,0.12546907561462778,0.4952840430860821,0.510499191640473,0.6322254697043859,0.0,0.7755932772544889
2025-05-07,0.41128606928442846,0.3057517565387471,0.3928567583738909,0.25628134280919035,0.41304838475219097,RELIANCE,yfinance,0.28770529579385606,0.3053968060035892,0.21640717888621808,0.2920895311588172,1.0,0.49738481324091566,0.7742004335966751,0.6852986394949151,0.623458806129025,0.7493102698754539,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,15739704.2,13801905.85,0.12546907561462778,0.15649068359708557,0.510499191640473,0.6322254697043859,0.0,0.7365663582361308
2025-05-08,0.3258769004368567,0.2860106386833259,0.3704763783767486,0.2617704335776292,0.49498109497626996,RELIANCE,yfinance,0.4366655316039792,0.30787667256886664,0.21640717888621808,0.2920895311588172,1.0,0.47254224934769884,0.7742004335966751,0.6818788440951677,0.6451356694283674,0.7058525256511707,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,13864790.2,13801905.85,0.12546907561462778,0.40619638489260323,0.510499191640473,0.6322254697043859,0.0,0.699325453427218
2025-05-09,0.2313166648782765,0.14343196149789694,0.2585715363653316,0.09820696428391251,0.42007795575582135,RELIANCE,yfinance,0.14545209060233677,0.25505592502563523,0.21640717888621808,0.2920895311588172,1.0,0.2188415624429746,0.7742004335966751,0.6306503499986911,0.6507146059759141,0.5965558215370684,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,13997002.8,13801905.85,0.12546907561462778,0.13686365980823384,0.510499191640473,0.6322254697043859,0.0,0.663802808641015
2025-05-12,0.3050326893538049,0.3858149442937151,0.3799998131529829,0.42368650295812227,0.32803991644480446,RELIANCE,yfinance,1.0,0.2615033653486698,0.21640717888621808,0.2920895311588172,1.0,0.4903782273479203,0.7742004335966751,0.6797754978383369,0.6664573608109761,0.66556295873976,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,13594689.2,13801905.85,0.12546907561462778,0.9630693888987072,0.510499191640473,0.6322254697043859,0.0,0.6299322745166642
2025-05-13,0.4753429754638212,0.43352377813392184,0.439047646321435,0.3095214871668963,0.35059179808088575,RELIANCE,yfinance,0.23458349697594275,0.25505562110179625,0.24832515591995374,0.2920895311588172,1.0,0.43150780315478887,0.7742004335966751,0.6836000045763343,0.6799297081453534,0.6501480509291576,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6618118724543021,0.7021191403603132,13059445.0,13801905.85,0.12546907561462778,0.09619662117981798,0.43133363405527,0.6322254697043859,0.0,0.5976493203048392
2025-05-14,0.40671083500204563,0.3359130328221589,0.45380973677557623,0.357273886121547,0.17118427534737576,RELIANCE,yfinance,0.5089552789459523,0.2778702719328141,0.26513494295967455,0.2920895311588172,1.0,0.5666944237477027,0.7742004335966751,0.6973234391937404,0.6938586183604051,0.6532478797982999,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.5665395263660674,0.7021191403603132,11485443.2,13801905.85,0.12546907561462778,0.6360002568045393,0.4480511322113131,0.6322254697043859,0.0,0.5668910465225734
2025-05-15,0.43213033565459025,0.508652563854672,0.44047623340527053,0.5208366827325719,0.6200937214669057,RELIANCE,yfinance,0.7055117844173925,0.3363944542409225,0.29861831254052973,0.2920895311588172,1.0,0.7318550149358605,0.7742004335966751,0.7511427644622356,0.7173591803361709,0.7182345086048509,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6661368181245715,0.7021191403603132,12299650.4,13801905.85,0.12546907561462778,0.8768954244735745,0.510499191640473,0.6322254697043859,0.0,0.5375961960695887
2025-05-16,0.5754954948136293,0.5064587076202356,0.6052384457845106,0.5329120097404454,0.27771914722561897,RELIANCE,yfinance,0.44732898746883076,0.43459619766963264,0.323526637237709,0.2920895311588172,1.0,0.9252840115014078,0.7742004335966751,0.7932551271428586,0.7458290327111896,0.7519734534266495,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.6131618090907043,0.7021191403603132,11373208.6,13801905.85,0.12546907561462778,0.6835189024261326,0.6787778362514869,0.6322254697043859,0.0,0.50970516344539
2025-05-19,0.5699031115216462,0.471362052884742,0.5619044277628227,0.4472882478970259,0.19041140515511093,RELIANCE,yfinance,0.2847124259900518,0.43992793357926807,0.3299918886175828,0.2920895311588172,1.0,0.48521548279002774,0.720799187004103,0.7983008249259655,0.7697634552662067,0.721180200437616,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.5034170987073271,0.7021191403603132,10477550.6,13801905.85,0.12546907561462778,0.16314526989446196,0.6775346490595334,0.6322254697043859,0.0,0.4831600017562021
2025-05-20,0.49923701412937405,0.41871783147122965,0.48380969058737033,0.3583710315925428,0.3463711359025808,RELIANCE,yfinance,0.2776294765337004,0.45096325621569733,0.33250987857948644,0.2920895311588172,1.0,0.5118000537829628,0.6065780864505438,0.7733240352723969,0.783176082602334,0.6497425826300978,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.4802917272469562,0.7021191403603132,10450083.4,13801905.85,0.12546907561462778,0.12419065615274914,0.6970153686519037,0.6322254697043859,0.0,0.4579044272523096
2025-05-21,0.4265377551815961,0.3704601296558412,0.4661902376971714,0.3836188310792856,0.18858507199213742,RELIANCE,yfinance,0.4701574757762606,0.45691469283329234,0.3482987574363019,0.2920895311588172,1.0,0.4882532132562365,0.6049043871847399,0.7571450036947883,0.7901913234853121,0.6063075946931945,0.2985470000283641,0.438870874350064,0.24973904692950977,0.5239658616929774,0.5599689075745231,0.7021191403603132,10563324.2,13801905.85,0.12546907561462778,0.6310639274877049,0.6782253274245549,0.6322254697043859,0.0,0.4338838211884015
