Date,Open,High,Low,Close,Volume,Symbol,Source,date,daily_sentiment_score,sentiment_std,num_sentiments,positive_prob_mean,neutral_prob_mean,negative_prob_mean,Returns,conditional_volatility,standardized_residuals,rolling_volatility_30d,volatility_of_volatility,high_volatility_regime,volatility_ratio,log_volatility
2025-09-23 04:00:00+00:00,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,AAPL,yfinance,2025-09-23,0.0,0.0,0.0,0.0,0.5,0.0,-0.006443275472520216,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-09-24 04:00:00+00:00,255.22000122070312,255.7400054931641,251.0399932861328,252.3099975585937,42303700,AAPL,yfinance,2025-09-24,0.0,0.0,0.0,0.0,0.5,0.0,-0.00833233179348103,0.0013357645345947024,0.0,0.0,0.0,0,0.0,-6.6182439796404235
2025-09-25 04:00:00+00:00,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,AAPL,yfinance,2025-09-25,0.0,0.0,0.0,0.0,0.5,0.0,0.018072995928489988,0.014730113313076514,0.0,0.0,0.0,0,0.0,-4.217860676982795
2025-09-26 04:00:00+00:00,254.1000061035156,257.6000061035156,253.77999877929688,255.4600067138672,46076300,AAPL,yfinance,2025-09-26,0.0,0.0,0.0,0.0,0.5,0.0,-0.005489112898051984,0.012470046516740597,0.0,0.0,0.0,0,0.0,-4.384424987083895
2025-09-29 04:00:00+00:00,254.5599975585937,255.0,253.009994506836,254.42999267578125,40127700,AAPL,yfinance,2025-09-29,0.0,0.0,0.0,0.0,0.5,0.0,-0.004031997224675621,0.010911200140533076,0.0,0.010911200140533076,0.0,0,0.999999083511373,-4.5179645649828535
2025-09-30 04:00:00+00:00,254.8600006103516,255.9199981689453,253.1100006103516,254.6300048828125,37704300,AAPL,yfinance,2025-09-30,0.0,0.0,0.0,0.0,0.5,0.0,0.0007861188255666729,0.010522167127210253,0.0,0.009794428601973828,0.0051148517464699875,0,1.074300177356747,-4.554270141828303
2025-10-01 04:00:00+00:00,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,48713900,AAPL,yfinance,2025-10-01,0.0,0.0,0.0,0.0,0.5,0.0,0.003220327729275496,0.009387048191717907,0.0,0.009076069813587608,0.004581564849185493,0,1.034262411141951,-4.668423326464873
2025-10-02 04:00:00+00:00,256.5799865722656,258.17999267578125,254.1499938964844,257.1300048828125,42630200,AAPL,yfinance,2025-10-02,0.1301196332450445,0.8328364235218179,99.0,0.4554966661155093,0.2191263372444271,0.3253770328704648,0.00657666061710982,0.005010058703381993,0.0,0.008749118516265036,0.004571438915824334,0,0.5726351709279457,-5.296305650729491
2025-10-03 04:00:00+00:00,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49155600,AAPL,yfinance,2025-10-03,0.0,0.0,0.0,0.0,0.5,0.0,0.0034612223931820285,0.003950590483085823,0.0,0.008241581664842847,0.004620698903497475,0,0.4793480002095147,-5.533887690588747
2025-10-06 04:00:00+00:00,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,44664100,AAPL,yfinance,2025-10-06,0.0,0.0,0.0,0.0,0.5,0.0,-0.005154587353288997,0.0043870629777686704,0.0,0.008000306374185166,0.004538499133944489,0,0.548361186305647,-5.429093021931025
2025-10-07 04:00:00+00:00,256.8099975585937,257.3999938964844,255.42999267578125,256.4800109863281,31955800,AAPL,yfinance,2025-10-07,0.0,0.0,0.0,0.0,0.5,0.0,-0.0008180741481198517,0.004533933352119086,0.0,0.007596799883141855,0.004423292102269378,0,0.5968206947208691,-5.396163220993579
2025-10-08 04:00:00+00:00,256.5199890136719,258.5199890136719,256.1099853515625,258.0599975585937,36496900,AAPL,yfinance,2025-10-08,0.0,0.0,0.0,0.0,0.5,0.0,0.006160271773965942,0.004987693534486172,0.0,0.0074469565609948055,0.0042766262136735384,0,0.6697617739564402,-5.300779688679284
2025-10-09 04:00:00+00:00,257.8099975585937,258.0,253.13999938964844,254.0399932861328,38322000,AAPL,yfinance,2025-10-09,0.0,0.0,0.0,0.0,0.5,0.0,-0.015577789314471846,0.00853486296696232,0.0,0.008434221113059205,0.004089064109218302,0,1.0119313607315432,-4.763594806623613
