Date,Open,High,Low,Close,Volume,Symbol,Source,Returns,MA_5,MA_10,MA_20,Volatility,Momentum,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_width,BB_position,Momentum_10,Momentum_20,Volume_MA_5,Volume_MA_20,Volume_ratio,High_Low_ratio,MA5_MA10_cross,MA10_MA20_cross,Stoch_K,Stoch_D,Williams_R,CCI,ADX,ROC_10,ROC_20,Price_to_MA5,Price_to_MA20,Price_to_High,Price_to_Low,Volume_Momentum,Price_Volume_Trend,Trend_Strength,Volatility_Trend,sentiment_score,garch_volatility
2021-04-19,0.06792960795800296,0.10541014043460484,0.102944905472941,0.09444780135553055,0.23523842239025436,INFY,yfinance,0.495525901874315,0.07816593161693874,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5332285906350936,0.42399294736027526,0.48945823347076356,0.4884793277433238,0.6190525985599837,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,8419221.6,6094366.15,0.16865284310456347,0.6627058769539595,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.5697058932793189,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.025678573490945475,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.0
2021-04-20,0.11012056688948069,0.10465939111567657,0.11355717549650435,0.082426917730543,0.16100228495588018,INFY,yfinance,0.495525901874315,0.07816593161693874,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5332285906350936,0.42399294736027526,0.4845620367284019,0.4874137157207924,0.6069944486615513,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,8419221.6,6094366.15,0.16865284310456347,0.2540811552508151,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.5697058932793189,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.025678573490945475,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.01335678152462294
2021-04-22,0.08475196169455601,0.08942805391192232,0.11646099062936033,0.08215857981825048,0.12454831004572826,INFY,yfinance,0.5418186381670564,0.07816593161693874,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5332285906350936,0.42399294736027526,0.4806724862039947,0.48571470133688277,0.5998270552218874,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,8419221.6,6094366.15,0.16865284310456347,0.31461751208375455,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.5697058932793189,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.025678573490945475,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.026421725441507782
2021-04-23,0.07117506880584235,0.07183684489467845,0.10151942004375658,0.06359072738475469,0.1375969042181363,INFY,yfinance,0.4691128794118162,0.07816593161693874,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5332285906350936,0.42399294736027526,0.4701624134219327,0.48206806951076614,0.577788393338977,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,8419221.6,6094366.15,0.16865284310456347,0.1672046426925211,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.5697058932793189,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.025678573490945475,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.03843788912820201
2021-04-26,0.059545529302112765,0.07494751219517104,0.09096004557851112,0.07405531064987492,0.1333153789219285,INFY,yfinance,0.5850005366669656,0.07816593161693874,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5332285906350936,0.42399294736027526,0.4664102251446053,0.47833413490902804,0.5768005009984876,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,8419221.6,6094366.15,0.16865284310456347,0.7732799386769442,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.5697058932793189,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.025678573490945475,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.05198886237986766
2021-04-27,0.07442053427492201,0.07677093584504191,0.11118129086768302,0.07936804412469445,0.06838439730303927,INFY,yfinance,0.5641111364509329,0.07508593312223866,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5332285906350936,0.42399294736027526,0.46589704835247725,0.475235299036139,0.5839870900298058,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,6644839.0,6094366.15,0.16865284310456347,0.6751736551144639,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.6079454342565516,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.025678573490945475,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.06395174630376754
2021-04-28,0.0874022231301037,0.08374291231959519,0.11588003685946302,0.08741758617918371,0.09176373035244967,INFY,yfinance,0.5749277630765132,0.0761052632794863,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5883052429387674,0.42399294736027526,0.46904212960655556,0.473440728239472,0.5987457671691796,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,5908532.6,6094366.15,0.16865284310456347,0.7949711833520785,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.6403313722212118,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.05034555686286851,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.07530396826188435
2021-04-29,0.09822057609920032,0.09393308336139139,0.12306063167878212,0.08779337831924927,0.1017901720473323,INFY,yfinance,0.5443722304561667,0.07725615520933249,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.590086708646842,0.42399294736027526,0.4718919497370008,0.472625308645879,0.6098255520535961,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,5666514.8,6094366.15,0.16865284310456347,0.29222773674189495,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.6368468915189762,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.07219217688170561,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.08658539704613721
2021-04-30,0.0747450446089597,0.09918888075104282,0.11725285003477626,0.08564667502091039,0.15712637012486244,INFY,yfinance,0.5343885453636704,0.08176102120144724,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.6362276134787512,0.42399294736027526,0.47345053189001646,0.47231218398881086,0.6155093727216969,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,5874197.8,6094366.15,0.16865284310456347,0.3135658463410972,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.6067031128696119,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.10087012134515475,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.0973863611640462
2021-05-03,0.06879520937538519,0.08535207001722056,0.10891107384256205,0.08317835318210376,0.08576623600841839,INFY,yfinance,0.5331012462145415,0.08362437727782268,0.06997293250676306,0.0490289136797919,0.07040892225291129,0.5998618929587957,0.42399294736027526,0.4738487010750275,0.47214834211064,0.6171986124141332,0.03300923731072736,0.15260545082048282,0.04035829521103562,0.47382794309004017,0.49036023200142265,0.44066784167327666,5368544.0,6094366.15,0.16865284310456347,0.6347205838126053,0.607055879091964,0.5461072218968434,0.5387448266510727,0.3341013688980174,0.5387448267607836,0.4057539591224245,0.15489358675132409,0.49036023200142276,0.44066784167327666,0.5870644338372735,0.5691038183786117,0.8539469999266709,0.1008408393013438,0.05682745775411286,0.6713876189151247,0.09530310755672643,0.029704273789821545,0.5,0.1080133759522206
