Date,Open,High,Low,Close,Volume,Symbol,Source,Returns,MA_5,MA_10,MA_20,Volatility,Momentum,sentiment_score,text_count,garch_volatility
2025-04-28 00:00:00-04:00,0.2317469389358519,0.2007174427949007,0.2052851210057404,0.2152681298170011,0.0610118231581857,AAPL,yfinance,0.3717293641597762,0.2030015075380093,0.1893847543778348,0.1790840649991465,0.0,0.3646063271701023,0.0,0.0,0.3338807615365476
2025-04-29 00:00:00-04:00,0.2128622678436271,0.2115820804340771,0.2184311062099646,0.2310295242245361,0.0466225611308885,AAPL,yfinance,0.4223902715605125,0.2116050465896299,0.1986495019840553,0.1888127057115802,0.0,0.3646063271701023,0.0,0.0,0.3274517631493257
2025-04-30 00:00:00-04:00,0.221655933142145,0.2312560971712209,0.1938721818362379,0.2500316570779142,0.1627500279822506,AAPL,yfinance,0.4324973634943312,0.2213879152975812,0.2091842143739404,0.1998748993304548,0.0264331170855562,0.3646063271701023,0.0,0.0,0.3213690568439574
2025-05-01 00:00:00-04:00,0.2184845142517786,0.245644512716296,0.2260878786233462,0.2621106911697706,0.2009050473970497,AAPL,yfinance,0.4101230969209318,0.2295760897377463,0.2180016753151505,0.2091338573872674,0.0414409377598023,0.3646063271701023,0.0,0.0,0.31561651464383583
2025-05-02 00:00:00-04:00,0.1753814761649224,0.1345012726246151,0.1287184778510486,0.1447097981021974,0.5287661292321746,AAPL,yfinance,0.0,0.2088551414041926,0.1956882580899726,0.1857031900364769,0.7805281752440629,0.3646063271701023,0.0,0.0,0.31017853660679634
2025-05-05 00:00:00-04:00,0.1322787976583068,0.0920701558810455,0.0716548728802091,0.0495517763338444,0.2884410393321519,AAPL,yfinance,0.0587341080143714,0.1726718677211778,0.1621676157673377,0.1505041431258025,0.7989701677851855,0.1093517403896019,0.0,0.0,0.3050400508985988
2025-05-06 00:00:00-04:00,0.0617859672387184,0.0414166515181024,0.0544633165204975,0.0439539938163924,0.1547121734433793,AAPL,yfinance,0.3527190130812352,0.1318249327393443,0.1372841719409128,0.1243747659463556,0.726860706452467,0.0779117802585779,0.0,0.0,0.300186512623092
2025-05-07 00:00:00-04:00,0.0756249691524728,0.0236515508894923,0.0,0.0106635909355756,0.2848217511855836,AAPL,yfinance,0.2584570526399087,0.0795602040861007,0.1137294587743493,0.0996406500025961,0.6641762444788767,0.0,0.0,0.0,0.2956039015733927
2025-05-08 00:00:00-04:00,0.0547223775876877,0.0326077205882144,0.0206584929133866,0.0289293869161859,0.1491713122210695,AAPL,yfinance,0.4345953912072058,0.0286463215861014,0.0977950966727099,0.0829084420183665,0.6487642738335831,0.0107890349837641,0.0,0.0,0.2912787187271188
2025-05-09 00:00:00-04:00,0.0731745201479938,0.0398018874636809,0.0619756051869644,0.0442489341366041,0.0438153216531538,AAPL,yfinance,0.4241241260646077,0.0067112327496903,0.0868486118361331,0.0714138581866756,0.6270253239707686,0.2062559441352157,0.0,0.0,0.2871979814988597
2025-05-12 00:00:00-04:00,0.2497183006251164,0.2014082407452067,0.1989447252882081,0.228914470912215,0.2490578056957589,AAPL,yfinance,1.0,0.0458741115485641,0.0884529103230122,0.0827335378585067,1.0,0.6565076712834511,0.0,0.0,0.28334921789899487
2025-05-13 00:00:00-04:00,0.2419235001209689,0.2327219035698888,0.2314919882733455,0.2604787181069024,0.1599164964569588,AAPL,yfinance,0.4727391305458614,0.0931511194809111,0.0919150322834436,0.0954137494849152,0.9543808757277336,0.7176610825493919,0.0,0.0,0.27972045959070185
