Date,Symbol,Close,daily_sentiment_score,num_sentiments,positive_prob_mean,negative_prob_mean
2025-10-02 00:00:00+00:00,ETH-USD,4487.923828125,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 00:00:00+00:00,BTC-USD,120681.2578125,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,TSLA,436.0,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,NVDA,188.88999938964844,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,AMZN,222.4100036621093,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,CL=F,60.47999954223633,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,META,727.0499877929688,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,NFLX,1162.530029296875,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,ADBE,351.4800109863281,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,MSFT,515.739990234375,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,^IXIC,22844.05078125,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,AAPL,257.1300048828125,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,CRM,238.8800048828125,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,^GSPC,6715.35009765625,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,GC=F,3839.699951171875,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,^DJI,46519.71875,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 04:00:00+00:00,GOOGL,245.69000244140625,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 05:00:00+00:00,^VIX,16.6299991607666,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 15:00:00+00:00,^N225,45769.5,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
2025-10-02 16:00:00+00:00,^HSI,27140.919921875,0.1301196332450445,99.0,0.4554966661155093,0.3253770328704648
