Date,Open,High,Low,Close,Volume,Symbol,Source,Returns,MA_5,MA_10,MA_20,Volatility,Momentum,sentiment_score,garch_volatility
2025-04-28,0.0,0.03265913741744342,0.0,0.05210263792517811,0.9559151995284423,RELIANCE,yfinance,0.7275065466766834,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.0,1.0
2025-04-29,0.15760045199383388,0.2317210348942904,0.23714309249377497,0.22170276169879344,0.9999999999999999,RELIANCE,yfinance,0.7275065466766834,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.0,0.9522105280018658
2025-04-30,0.31520075406858616,0.23994653166928348,0.2323810259110699,0.2507929247234433,0.7830839451894144,RELIANCE,yfinance,0.47757490896266386,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.0,0.9064602879424006
2025-05-02,0.3762075770800184,0.3183645616665105,0.4233334830114899,0.33202608663480415,0.39976191624996116,RELIANCE,yfinance,0.5673332900485067,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.0,0.8626795316637446
2025-05-05,0.462633495501354,0.38855720711606967,0.5080954895656218,0.39514592169300844,0.3898601891823865,RELIANCE,yfinance,0.534952191414529,0.23298558367661393,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.0,0.8207998855366174
2025-05-06,0.4626335491532485,0.34742882389388186,0.43047625156268676,0.3380634137973946,0.43283843956953766,RELIANCE,yfinance,0.33054355786856576,0.29758535549059495,0.21640717888621808,0.2920895311588172,1.0,0.7683101328487538,0.0,0.7807543606212826
2025-05-07,0.41128606928442846,0.3057517565387471,0.3928567583738909,0.25628134280919035,0.41304838475219097,RELIANCE,yfinance,0.28770529579385606,0.3053968060035892,0.21640717888621808,0.2920895311588172,1.0,0.49738481324091566,0.0,0.7424773641651723
2025-05-08,0.3258769004368567,0.2860106386833259,0.3704763783767486,0.2617704335776292,0.49498109497626996,RELIANCE,yfinance,0.4366655316039792,0.30787667256886664,0.21640717888621808,0.2920895311588172,1.0,0.47254224934769884,0.0,0.7059047119679791
2025-05-09,0.2313166648782765,0.14343196149789694,0.2585715363653316,0.09820696428391251,0.42007795575582135,RELIANCE,yfinance,0.14545209060233677,0.25505592502563523,0.21640717888621808,0.2920895311588172,1.0,0.2188415624429746,0.0,0.6709736411569445
2025-05-12,0.3050326893538049,0.3858149442937151,0.3799998131529829,0.42368650295812227,0.32803991644480446,RELIANCE,yfinance,1.0,0.2615033653486698,0.21640717888621808,0.2920895311588172,1.0,0.4903782273479203,0.0,0.6376228229334129
2025-05-13,0.4753429754638212,0.43352377813392184,0.439047646321435,0.3095214871668963,0.35059179808088575,RELIANCE,yfinance,0.23458349697594275,0.25505562110179625,0.24832515591995374,0.2920895311588172,1.0,0.43150780315478887,0.0,0.6057923748757106
2025-05-14,0.40671083500204563,0.3359130328221589,0.45380973677557623,0.357273886121547,0.17118427534737576,RELIANCE,yfinance,0.5089552789459523,0.2778702719328141,0.26513494295967455,0.2920895311588172,1.0,0.5666944237477027,0.0,0.5754238724125593
2025-05-15,0.43213033565459025,0.508652563854672,0.44047623340527053,0.5208366827325719,0.6200937214669057,RELIANCE,yfinance,0.7055117844173925,0.3363944542409225,0.29861831254052973,0.2920895311588172,1.0,0.7318550149358605,0.0,0.5464603591146497
2025-05-16,0.5754954948136293,0.5064587076202356,0.6052384457845106,0.5329120097404454,0.27771914722561897,RELIANCE,yfinance,0.44732898746883076,0.43459619766963264,0.323526637237709,0.2920895311588172,1.0,0.9252840115014078,0.0,0.5188463554889142
2025-05-19,0.5699031115216462,0.471362052884742,0.5619044277628227,0.4472882478970259,0.19041140515511093,RELIANCE,yfinance,0.2847124259900518,0.43992793357926807,0.3299918886175828,0.2920895311588172,1.0,0.48521548279002774,0.0,0.492527865999536
2025-05-20,0.49923701412937405,0.41871783147122965,0.48380969058737033,0.3583710315925428,0.3463711359025808,RELIANCE,yfinance,0.2776294765337004,0.45096325621569733,0.33250987857948644,0.2920895311588172,1.0,0.5118000537829628,0.0,0.46745238408095835
2025-05-21,0.4265377551815961,0.3704601296558412,0.4661902376971714,0.3836188310792856,0.18858507199213742,RELIANCE,yfinance,0.4701574757762606,0.45691469283329234,0.3482987574363019,0.2920895311588172,1.0,0.4882532132562365,0.0,0.4435688949502028
2025-05-22,0.41281136579687594,0.3024621588680567,0.36523852115791744,0.2749435787391912,0.37292102362182944,RELIANCE,yfinance,0.24290930949992348,0.4013663807959027,0.3499321271214182,0.2920895311588172,1.0,0.21235978348455564,0.0,0.4208278760678912
2025-05-23,0.33858676345724703,0.3573000991384525,0.4114287852052314,0.37044703128310896,0.19898856663256395,RELIANCE,yfinance,0.5914356825314465,0.3646648419079348,0.3836878222919129,0.2920895311588172,1.0,0.2969854952270474,0.0,0.3991812951386886
2025-05-26,0.4677174175576182,0.396782934152224,0.4995238609898811,0.41435639401715996,0.1488351966887704,RELIANCE,yfinance,0.5017911933205392,0.3572253941740229,0.38253095983301755,0.2920895311588172,1.0,0.42743467160281257,0.0,0.3785826055817352
2025-05-27,0.43772244680566175,0.37484785532115783,0.4461908316155858,0.34464965003682924,0.3884700099603644,RELIANCE,yfinance,0.3094544245647085,0.3541256749388655,0.3868865845241505,0.3155602745729862,1.0,0.4468851699624781,0.0,0.3589867394395081
2025-05-28,0.4072192503260261,0.2958812448165533,0.43095249926100543,0.2941540510633436,0.18269204587606797,RELIANCE,yfinance,0.34114423804890437,0.33391519552332305,0.3790602056412684,0.32137296638763324,1.0,0.3689854315762658,0.0,0.34035009772882097
2025-05-29,0.3665479599568,0.28162330320698103,0.420952428668083,0.32104857778061824,0.4232437904457332,RELIANCE,yfinance,0.4733379430338796,0.34433051352795374,0.354288002035144,0.3270095045781858,1.0,0.5091628861549201,0.0,0.32263053827002697
2025-05-30,0.3965430267404093,0.33975138094377844,0.4261904205789655,0.3380634137973946,0.42375293378985257,RELIANCE,yfinance,0.45628957142433424,0.33701491475848044,0.3301282599312305,0.3274938730758077,1.0,0.4276699475008181,0.0,0.305787361059612
2025-06-02,0.3665482006829608,0.26791408340792167,0.3590478833595476,0.29854465099540217,0.24889134474754424,RELIANCE,yfinance,0.35979507569219754,0.31085254283958363,0.31168518661392497,0.31974365330203725,1.0,0.34233770175956063,0.0,0.289781291277051
2025-06-03,0.4184040790157475,0.31726806721194833,0.39619085201567916,0.2535374701076627,0.34581998139461695,RELIANCE,yfinance,0.3500423249739781,0.29026990868304203,0.2986866233086509,0.31296222449214284,1.0,0.3668220346198302,0.0,0.2745744600389197
2025-06-04,0.37976578483033663,0.3128804818795423,0.409047520826733,0.3523337044299524,0.2497567378438838,RELIANCE,yfinance,0.597569537092914,0.30341294314375133,0.29480750584373894,0.32066840585989276,1.0,0.521612728614473,0.0,0.2601303830318815
