Date,Open,High,Low,Close,Volume,Symbol,Source
2025-04-28 00:00:00-04:00,17390.9296875,17467.349609375,17128.7109375,17366.130859375,10313290000,^IXIC,yfinance
2025-04-29 00:00:00-04:00,17270.759765625,17500.419921875,17256.19921875,17461.3203125,13001930000,^IXIC,yfinance
2025-04-30 00:00:00-04:00,17099.98046875,17483.8203125,16959.529296875,17446.33984375,8595330000,^IXIC,yfinance
2025-05-01 00:00:00-04:00,17793.140625,17922.830078125,17688.109375,17710.740234375,8409690000,^IXIC,yfinance
2025-05-02 00:00:00-04:00,17868.759765625,18048.830078125,17812.0390625,17977.73046875,8180190000,^IXIC,yfinance
2025-05-05 00:00:00-04:00,17817.009765625,17965.640625,17792.080078125,17844.240234375,7075320000,^IXIC,yfinance
2025-05-06 00:00:00-04:00,17623.2109375,17830.349609375,17592.880859375,17689.66015625,6958220000,^IXIC,yfinance
2025-05-07 00:00:00-04:00,17706.830078125,17820.2890625,17503.009765625,17738.16015625,7977870000,^IXIC,yfinance
2025-05-08 00:00:00-04:00,17920.150390625,18096.0,17776.0,17928.140625,8500390000,^IXIC,yfinance
2025-05-09 00:00:00-04:00,18022.55078125,18068.900390625,17853.83984375,17928.919921875,8835140000,^IXIC,yfinance
2025-05-12 00:00:00-04:00,18674.560546875,18710.220703125,18472.7109375,18708.33984375,10717670000,^IXIC,yfinance
2025-05-13 00:00:00-04:00,18761.23046875,19065.9609375,18745.5,19010.08984375,9242230000,^IXIC,yfinance
2025-05-14 00:00:00-04:00,19074.720703125,19174.55078125,19023.609375,19146.810546875,11744820000,^IXIC,yfinance
2025-05-15 00:00:00-04:00,19031.240234375,19207.220703125,18967.779296875,19112.3203125,10546350000,^IXIC,yfinance
2025-05-16 00:00:00-04:00,19151.5390625,19213.419921875,19038.48046875,19211.099609375,10509820000,^IXIC,yfinance
2025-05-19 00:00:00-04:00,18937.419921875,19227.220703125,18937.419921875,19215.4609375,13080030000,^IXIC,yfinance
2025-05-20 00:00:00-04:00,19132.060546875,19186.689453125,19015.630859375,19142.7109375,9047100000,^IXIC,yfinance
2025-05-21 00:00:00-04:00,19002.939453125,19241.41015625,18799.19921875,18872.640625,11112460000,^IXIC,yfinance
2025-05-22 00:00:00-04:00,18888.05078125,19061.109375,18840.33984375,18925.740234375,8289710000,^IXIC,yfinance
2025-05-23 00:00:00-04:00,18622.380859375,18841.51953125,18599.689453125,18737.2109375,8730370000,^IXIC,yfinance
2025-05-27 00:00:00-04:00,19014.439453125,19210.94921875,18961.689453125,19199.16015625,93974540000,^IXIC,yfinance
2025-05-28 00:00:00-04:00,19232.619140625,19276.830078125,19084.380859375,19100.939453125,8087530000,^IXIC,yfinance
2025-05-29 00:00:00-04:00,19389.390625,19389.390625,19091.5390625,19175.869140625,11016850000,^IXIC,yfinance
2025-05-30 00:00:00-04:00,19131.220703125,19157.779296875,18847.740234375,19113.76953125,9042260000,^IXIC,yfinance
2025-06-02 00:00:00-04:00,19063.060546875,19252.7109375,18985.30078125,19242.609375,7779940000,^IXIC,yfinance
2025-06-03 00:00:00-04:00,19288.66015625,19459.279296875,19224.69921875,19398.9609375,7990230000,^IXIC,yfinance
2025-06-04 00:00:00-04:00,19434.939453125,19493.44921875,19359.08984375,19460.490234375,7695660000,^IXIC,yfinance
2025-06-05 00:00:00-04:00,19518.19921875,19610.509765625,19226.220703125,19298.44921875,8782360000,^IXIC,yfinance
2025-06-06 00:00:00-04:00,19526.990234375,19593.1796875,19464.83984375,19529.94921875,7291590000,^IXIC,yfinance
2025-06-09 00:00:00-04:00,19573.140625,19637.560546875,19531.099609375,19591.240234375,9538700000,^IXIC,yfinance
2025-06-10 00:00:00-04:00,19620.109375,19730.380859375,19539.08984375,19714.990234375,11221560000,^IXIC,yfinance
2025-06-11 00:00:00-04:00,19779.359375,19800.4609375,19551.349609375,19615.880859375,10214190000,^IXIC,yfinance
2025-06-12 00:00:00-04:00,19578.869140625,19690.609375,19553.560546875,19662.490234375,16308730000,^IXIC,yfinance
2025-06-13 00:00:00-04:00,19450.9296875,19591.869140625,19367.419921875,19406.830078125,9001850000,^IXIC,yfinance
2025-06-16 00:00:00-04:00,19550.75,19733.310546875,19550.75,19701.2109375,9619130000,^IXIC,yfinance
2025-06-17 00:00:00-04:00,19627.080078125,19666.560546875,19485.439453125,19521.08984375,8519930000,^IXIC,yfinance
2025-06-18 00:00:00-04:00,19526.919921875,19660.76953125,19489.560546875,19546.26953125,7818790000,^IXIC,yfinance
2025-06-20 00:00:00-04:00,19639.41015625,19696.109375,19380.580078125,19447.41015625,9969140000,^IXIC,yfinance
2025-06-23 00:00:00-04:00,19427.009765625,19643.69921875,19334.98046875,19630.970703125,9088000000,^IXIC,yfinance
2025-06-24 00:00:00-04:00,19809.619140625,19946.720703125,19795.2890625,19912.529296875,8330090000,^IXIC,yfinance
2025-06-25 00:00:00-04:00,20013.94921875,20052.779296875,19918.080078125,19973.55078125,8256120000,^IXIC,yfinance
2025-06-26 00:00:00-04:00,20062.189453125,20187.150390625,19982.48046875,20167.91015625,8383380000,^IXIC,yfinance
2025-06-27 00:00:00-04:00,20217.259765625,20311.509765625,20095.05078125,20273.4609375,10951070000,^IXIC,yfinance
2025-06-30 00:00:00-04:00,20360.150390625,20418.310546875,20266.359375,20369.73046875,8220420000,^IXIC,yfinance
2025-07-01 00:00:00-04:00,20290.609375,20339.05078125,20105.41015625,20202.890625,8631710000,^IXIC,yfinance
2025-07-02 00:00:00-04:00,20184.369140625,20397.220703125,20181.740234375,20393.130859375,8378750000,^IXIC,yfinance
2025-07-03 00:00:00-04:00,20497.66015625,20624.509765625,20480.220703125,20601.099609375,6177910000,^IXIC,yfinance
2025-07-07 00:00:00-04:00,20490.55078125,20511.8203125,20323.01953125,20412.51953125,8345710000,^IXIC,yfinance
2025-07-08 00:00:00-04:00,20466.9296875,20480.890625,20377.359375,20418.4609375,8437480000,^IXIC,yfinance
2025-07-09 00:00:00-04:00,20522.08984375,20645.41015625,20486.380859375,20611.33984375,9978310000,^IXIC,yfinance
2025-07-10 00:00:00-04:00,20636.48046875,20655.390625,20495.140625,20630.66015625,9781380000,^IXIC,yfinance
2025-07-11 00:00:00-04:00,20562.880859375,20647.970703125,20509.75,20585.529296875,8135800000,^IXIC,yfinance
2025-07-14 00:00:00-04:00,20592.560546875,20672.33984375,20492.630859375,20640.330078125,8010060000,^IXIC,yfinance
2025-07-15 00:00:00-04:00,20822.759765625,20836.0390625,20670.580078125,20677.80078125,8399060000,^IXIC,yfinance
2025-07-16 00:00:00-04:00,20717.810546875,20751.05078125,20507.060546875,20730.490234375,9056640000,^IXIC,yfinance
2025-07-17 00:00:00-04:00,20760.3203125,20911.830078125,20735.55078125,20885.650390625,9994550000,^IXIC,yfinance
2025-07-18 00:00:00-04:00,20959.5703125,20980.560546875,20846.119140625,20895.650390625,9354580000,^IXIC,yfinance
2025-07-21 00:00:00-04:00,20960.330078125,21077.369140625,20957.439453125,20974.1796875,12046970000,^IXIC,yfinance
2025-07-22 00:00:00-04:00,20982.2109375,20985.33984375,20750.900390625,20892.689453125,10583710000,^IXIC,yfinance
2025-07-23 00:00:00-04:00,20966.470703125,21023.849609375,20870.669921875,21020.01953125,10972770000,^IXIC,yfinance
2025-07-24 00:00:00-04:00,21083.8203125,21113.099609375,21001.6796875,21057.9609375,12741070000,^IXIC,yfinance
2025-07-25 00:00:00-04:00,21059.939453125,21159.80078125,21036.849609375,21108.3203125,11028310000,^IXIC,yfinance
2025-07-28 00:00:00-04:00,21176.400390625,21202.1796875,21122.119140625,21178.580078125,10612580000,^IXIC,yfinance
2025-07-29 00:00:00-04:00,21286.720703125,21303.9609375,21081.689453125,21098.2890625,10040610000,^IXIC,yfinance
2025-07-30 00:00:00-04:00,21140.400390625,21230.880859375,21016.919921875,21129.669921875,9311770000,^IXIC,yfinance
2025-07-31 00:00:00-04:00,21457.48046875,21457.48046875,21078.669921875,21122.44921875,9917220000,^IXIC,yfinance
2025-08-01 00:00:00-04:00,20830.640625,20865.630859375,20560.169921875,20650.130859375,9667420000,^IXIC,yfinance
2025-08-04 00:00:00-04:00,20853.91015625,21055.240234375,20833.859375,21053.580078125,7355970000,^IXIC,yfinance
2025-08-05 00:00:00-04:00,21092.099609375,21138.720703125,20893.2890625,20916.55078125,7982940000,^IXIC,yfinance
2025-08-06 00:00:00-04:00,20955.220703125,21183.880859375,20937.490234375,21169.419921875,8580020000,^IXIC,yfinance
2025-08-07 00:00:00-04:00,21325.009765625,21408.150390625,21090.05078125,21242.69921875,8979190000,^IXIC,yfinance
